Title Text,Publisher Text,Publisher Link,Developer Text,Link to Developer,Price,Genre,Tags,Languages,Size text,Summary,Key features,Files
Rebel Spirit,69Gate,https://www.nutaku.net/games/genre/tag/platform/os/dev/69gate/lang/filter/price/features/status/ranking/,69Gate,https://www.nutaku.net/games/genre/tag/platform/os/69gate/pub/lang/filter/price/features/status/ranking/,"$ 9.99
          
           999",",Gold,Home,Games,Offers,News,Support,Español,Français,Deutsch,Polski,中文,日本語,RPG,Simulation,Strategy,Visual Novel,Adventure,Dating Sim,Clicker,Puzzle,Fighting,VIEW ALL GENRES,Uncensored,Free to Play,Western,Fantasy,Anime,3D,VR,Monster,Female Protagonist,Dragon,VIEW ALL TAGS,PC Games,Free Browser Games,Free PC Games,Paid PC Games,New PC Games,Early Access PC Games,Upcoming PC Games,On Sale PC Games,Offers and Events,Top Ranking,Newest,Ending Soon,Mobile Games,Android App Games,Early Access Mobile Games,Upcoming Mobile Games,Favorites
         

          Manage,View Game Library,View All Favorite Games,Contact Support,Payment,Account,Gameplay,Discord,Frequently Asked Questions,News & Updates,About Us,Directory,My Referrals,Press,Discord,Twitter,Facebook,Youtube,Instagram,Visual Novel",",Gold,Home,Games,Offers,News,Support,Español,Français,Deutsch,Polski,中文,日本語,RPG,Simulation,Strategy,Visual Novel,Adventure,Dating Sim,Clicker,Puzzle,Fighting,VIEW ALL GENRES,Uncensored,Free to Play,Western,Fantasy,Anime,3D,VR,Monster,Female Protagonist,Dragon,VIEW ALL TAGS,PC Games,Free Browser Games,Free PC Games,Paid PC Games,New PC Games,Early Access PC Games,Upcoming PC Games,On Sale PC Games,Offers and Events,Top Ranking,Newest,Ending Soon,Mobile Games,Android App Games,Early Access Mobile Games,Upcoming Mobile Games,Favorites
         

          Manage,View Game Library,View All Favorite Games,Contact Support,Payment,Account,Gameplay,Discord,Frequently Asked Questions,News & Updates,About Us,Directory,My Referrals,Press,Discord,Twitter,Facebook,Youtube,Instagram,Animated Sex,Romance,Harem,Tsundere,School Uniform,Hentai",Japanese,463.96 mb,"Japanese
             
             ,
            


              English
             
             ,
            


              Chinese",1,
